tournament,source,team,team_slug,player_id,squad_number,position,first_name,last_name,full_name,shirt_name,birth_date,club,height_cm,head_coach,is_final_26,is_official_fifa,observation_only,betting_recommendation,affects_v4
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_14_cho_wije,14,DF,Wije,CHO,CHO Wije,WIJE,2001-08-25,Jeonbuk Hyundai Motors FC (KOR),190,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_15_kim_moonhwan,15,DF,Moonhwan,KIM,KIM Moonhwan,MOONHWAN,1995-08-01,Daejeon Hana Citizen FC (KOR),173,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_16_park_jinseob,16,DF,Jinseob,PARK,PARK Jinseob,JINSEOB,1995-10-23,Zhejiang FC (CHN),183,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_17_bae_junho,17,MF,Junho,BAE,BAE Junho,JUNHO,2003-08-21,Stoke City FC (ENG),180,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_18_oh_hyeongyu,18,FW,Hyeongyu,OH,OH Hyeongyu,HYEONGYU,2001-04-12,Beşiktaş JK (TUR),183,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_19_lee_kangin,19,MF,Kangin,LEE,LEE Kangin,KANGIN,2001-02-19,Paris Saint-Germain (FRA),174,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_20_yang_hyunjun,20,MF,Hyunjun,YANG,YANG Hyunjun,HYUNJUN,2002-05-25,Celtic FC (SCO),179,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_21_jo_hyeonwoo,21,GK,Hyeonwoo,JO,JO Hyeonwoo,HYEONWOO,1991-09-25,Ulsan HD (KOR),189,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_22_seol_youngwoo,22,DF,Youngwoo,SEOL,SEOL Youngwoo,YOUNGWOO,1998-12-05,FK Crvena Zvezda (SRB),180,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_23_castrop_jens,23,DF,Jens,CASTROP,CASTROP Jens,JENS,2003-07-29,Borussia Mönchengladbach (GER),178,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_24_kim_jingyu,24,MF,Jingyu,KIM,KIM Jingyu,JINGYU,1997-02-24,Jeonbuk Hyundai Motors FC (KOR),177,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_25_eom_jisung,25,MF,Jisung,EOM,EOM Jisung,JISUNG,2002-05-09,Swansea City AFC (WAL),177,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Korea Republic,korea_republic,wc2026_korea_republic_26_lee_donggyeong,26,MF,Donggyeong,LEE,LEE Donggyeong,DONGGYEONG,1997-09-20,Ulsan HD (KOR),175,HONG Myungbo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_01_rangel_raul,1,GK,José Raúl,RANGEL AGUILAR,RANGEL Raul,R. RANGEL,2000-02-25,CD Guadalajara (MEX),190,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_02_sanchez_jorge,2,DF,Jorge Eduardo,SÁNCHEZ RAMOS,SANCHEZ Jorge,J. SÁNCHEZ,1997-12-10,PAOK Saloniki (GRE),176,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_03_montes_cesar,3,DF,César Jasib,MONTES CASTRO,MONTES Cesar,C. MONTES,1997-02-24,FC Lokomotiv Moscow (RUS),191,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_04_alvarez_edson,4,DF,Edson Omar,ÁLVAREZ VELÁZQUEZ,ALVAREZ Edson,E. ÁLVAREZ,1997-10-24,Fenerbahçe SK (TUR),180,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_05_vasquez_johan,5,DF,Johan Felipe,VÁSQUEZ IBARRA,VASQUEZ Johan,J. VÁSQUEZ,1998-10-22,Genoa CFC (ITA),182,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_06_lira_erik,6,MF,Erik Antonio,LIRA MÉNDEZ,LIRA Erik,E. LIRA,2000-05-08,CF Cruz Azul (MEX),172,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_07_romo_luis,7,MF,Luis Francisco,ROMO BARRÓN,ROMO Luis,L. ROMO,1995-06-05,CD Guadalajara (MEX),183,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_08_fidalgo_alvaro,8,MF,Álvaro,FIDALGO FERNÁNDEZ,FIDALGO Alvaro,FIDALGO,1997-04-09,Real Betis (ESP),175,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_09_jimenez_raul,9,FW,Raúl Alonso,JIMÉNEZ RODRÍGUEZ,JIMENEZ Raul,RAÚL,1991-05-05,Fulham FC (ENG),188,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_10_vega_alexis,10,FW,Ernesto Alexis,VEGA ROJAS,VEGA Alexis,A. VEGA,1997-11-25,Deportivo Toluca FC (MEX),175,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_11_gimenez_santiago,11,FW,Santiago Tomás,GIMENEZ,GIMENEZ Santiago,S. GIMENEZ,2001-04-18,AC Milan (ITA),180,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_12_acevedo_carlos,12,GK,Carlos,ACEVEDO LÓPEZ,ACEVEDO Carlos,C. ACEVEDO,1996-04-19,Club Santos Laguna (MEX),185,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_13_ochoa_guillermo,13,GK,Francisco Guillermo,OCHOA MAGAÑA,OCHOA Guillermo,G. OCHOA,1985-07-13,AEL Limassol (CYP),185,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_14_gonzalez_armando,14,FW,Armando,GONZÁLEZ ALBA,GONZALEZ Armando,A. GONZÁLEZ,2003-04-20,CD Guadalajara (MEX),182,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_15_reyes_israel,15,DF,Israel,REYES ROMERO,REYES Israel,I. REYES,2000-05-23,Club América (MEX),181,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_16_quinones_julian,16,FW,Julián Andrés,QUIÑONES QUIÑONES,QUINONES Julian,J. QUIÑONES,1997-03-24,Al Qadsiah FC (KSA),177,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_17_pineda_orbelin,17,MF,Orbelín,PINEDA ALVARADO,PINEDA Orbelin,ORBELÍN,1996-03-24,AEK Athens (GRE),169,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_18_vargas_obed,18,MF,Obed Goméz,VARGAS,VARGAS Obed,O. VARGAS,2005-08-05,Atlético De Madrid (ESP),175,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_19_mora_gilberto,19,MF,Gilberto Rafael,MORA ZAMBRANO,MORA Gilberto,G. MORA,2008-10-14,Club Tijuana (MEX),175,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_20_chavez_mateo,20,DF,Mateo,CHÁVEZ GARCÍA,CHAVEZ Mateo,M. CHÁVEZ,2004-05-12,AZ Alkmaar (NED),178,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_21_huerta_cesar,21,FW,César Saúl,HUERTA VALERA,HUERTA Cesar,C. HUERTA,2000-12-03,RSC Anderlecht (BEL),171,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_22_martinez_guillermo,22,FW,Guillermo,MARTÍNEZ AYALA,MARTINEZ Guillermo,G. MARTÍNEZ,1995-03-15,Pumas UNAM (MEX),191,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_23_gallardo_jesus,23,DF,Jesús Daniel,GALLARDO VASCONCELOS,GALLARDO Jesus,J. GALLARDO,1994-08-15,Deportivo Toluca FC (MEX),174,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_24_chavez_luis,24,MF,Luis Gerardo,CHÁVEZ MAGALLÓN,CHAVEZ Luis,L. CHÁVEZ,1996-01-15,FC Dynamo Moscow (RUS),178,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_25_alvarado_roberto,25,FW,Roberto Carlos,ALVARADO HERNÁNDEZ,ALVARADO Roberto,R. ALVARADO,1998-09-07,CD Guadalajara (MEX),176,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Mexico,mexico,wc2026_mexico_26_gutierrez_brian,26,MF,Brian,GUTIÉRREZ,GUTIERREZ Brian,B. GUTIÉRREZ,2003-06-17,CD Guadalajara (MEX),178,AGUIRRE Javier,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_01_bounou_yassine,1,GK,Yassine,BOUNOU,BOUNOU Yassine,BONO,1991-04-05,Al Hilal SC (KSA),192,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_02_hakimi_achraf,2,DF,Achraf,HAKIMI MOUH,HAKIMI Achraf,HAKIMI,1998-11-04,Paris Saint-Germain (FRA),180,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_03_mazraoui_noussair,3,DF,Noussair,MAZRAOUI,MAZRAOUI Noussair,MAZRAOUI,1997-11-14,Manchester United FC (ENG),183,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_04_amrabat_sofyan,4,MF,Sofyan,AMRABAT,AMRABAT Sofyan,AMRABAT,1996-08-21,Real Betis (ESP),185,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_05_aguerd_nayef,5,DF,Nayef,AGUERD,AGUERD Nayef,AGUERD,1996-03-30,Olympique Marseille (FRA),190,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_06_bouaddi_ayyoub,6,MF,Ayyoub,BOUADDI,BOUADDI Ayyoub,BOUADDI,2007-10-02,Lille OSC (FRA),185,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_07_talbi_chemsdine,7,MF,Chemsdine,TALBI,TALBI Chemsdine,TALBI,2005-05-09,Sunderland AFC (ENG),175,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_08_ounahi_azzedine,8,MF,Azz-Eddine,OUNAHI,OUNAHI Azzedine,OUNAHI,2000-04-19,Girona FC (ESP),182,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_09_rahimi_sou_ane,9,FW,Sou ane,RAHIMI,RAHIMI Sou ane,RAHIMI,1996-06-02,Al Ain FC (UAE),180,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_10_diaz_brahim,10,FW,Brahim,ABDELKADER DÍAZ,DIAZ Brahim,BRAHIM,1999-08-03,Real Madrid C. F. (ESP),170,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_11_saibari_ismael,11,MF,Ismael,SAIBARI,SAIBARI Ismael,SAIBARI,2001-01-28,PSV Eindhoven (NED),185,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_12_el_kajoui_munir,12,GK,Monir,EL KAJOUI,EL KAJOUI Munir,EL KAJOUI,1989-05-10,RS Berkane (MAR),190,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_13_el_ouahdi_zakaria,13,DF,Zakaria,EL OUAHDI,EL OUAHDI Zakaria,EL OUAHDI,2001-12-31,KRC Genk (BEL),171,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_14_diop_issa,14,DF,Issa Laye Lucas Jean,DIOP,DIOP Issa,ISSA,1997-01-09,Fulham FC (ENG),194,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_15_el_mourabet_samir,15,MF,Samir,EL MOURABET,EL MOURABET Samir,EL MOURABET,2005-10-06,RC Strasbourg (FRA),187,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_16_yassine_gessime,16,MF,Gessime Ben Youssef Mustapha,YASSINE,YASSINE Gessime,YASSINE,2005-11-22,RC Strasbourg (FRA),172,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_17_ezzalzouli_abde,17,FW,Abdessamad,EZZALZOULI,EZZALZOULI Abde,EZZALZOULI,2001-12-17,Real Betis (ESP),177,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_18_riad_chadi,18,DF,Chadi,RIAD,RIAD Chadi,RIAD,2003-06-17,Crystal Palace FC (ENG),186,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_19_belammari_youssef,19,DF,Youssef,BELAMMARI,BELAMMARI Youssef,BELAMMARI,1998-09-20,Al Ahly FC (EGY),175,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_20_el_kaabi_ayoub,20,FW,Ayoub,EL KAABI,EL KAABI Ayoub,EL KAABI,1993-06-25,Olympiacos FC (GRE),182,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_21_amaimouni_ayoub,21,FW,Ayoub,AMAIMOUNI,AMAIMOUNI Ayoub,AMAIMOUNI,2004-11-30,Eintracht Frankfurt (GER),179,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_22_tagnaouti_ahmed_reda,22,GK,Ahmed Reda,TAGNAOUTI,TAGNAOUTI Ahmed Reda,TAGNAOUTI,1996-04-05,ASFAR (MAR),194,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_23_el_khannouss_bilal,23,MF,Bilal,EL KHANNOUSS,EL KHANNOUSS Bilal,EL KHANNOUSS,2004-05-10,VfB Stuttgart (GER),180,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_24_el_aynaoui_neil,24,MF,Neil Yoni,EL AYNAOUI,EL AYNAOUI Neil,EL AYNAOUI,2001-07-02,AS Roma (ITA),185,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_25_halhal_redouane,25,DF,Redouane,HALHAL,HALHAL Redouane,HALHAL,2003-03-05,KV Mechelen (BEL),189,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Morocco,morocco,wc2026_morocco_26_salah_eddine_anass,26,DF,Anass,SALAH EDDINE,SALAH EDDINE Anass,SALAH-EDDINE,2002-01-18,PSV Eindhoven (NED),181,OUAHBI Mohamed,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_01_verbruggen_bart,1,GK,Bart,VERBRUGGEN,VERBRUGGEN Bart,VERBRUGGEN,2002-08-18,Brighton & Hove Albion FC (ENG),193,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_02_timber_jurrien,2,DF,Jurriën David Norman,TIMBER,TIMBER Jurrien,J. TIMBER,2001-06-17,Arsenal FC (ENG),179,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_03_de_roon_marten,3,MF,Marten Elco,DE ROON,DE ROON Marten,DE ROON,1991-03-29,Atalanta Bergamo (ITA),186,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_04_van_dijk_virgil,4,DF,Virgil,VAN DIJK,VAN DIJK Virgil,VIRGIL,1991-07-08,Liverpool FC (ENG),195,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_05_ake_nathan,5,DF,Nathan Benjamin,AKÉ,AKE Nathan,AKÉ,1995-02-18,Manchester City FC (ENG),180,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_06_van_hecke_jan_paul,6,DF,Jan-Paul,VAN HECKE,VAN HECKE Jan Paul,VAN HECKE,2000-06-08,Brighton & Hove Albion FC (ENG),189,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_07_kluivert_justin,7,MF,Justin Dean,KLUIVERT,KLUIVERT Justin,KLUIVERT,1999-05-05,AFC Bournemouth (ENG),173,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_08_gravenberch_ryan,8,MF,Ryan Jiro,GRAVENBERCH,GRAVENBERCH Ryan,GRAVENBERCH,2002-05-16,Liverpool FC (ENG),190,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_09_weghorst_wout,9,FW,Wout François Maria,WEGHORST,WEGHORST Wout,WEGHORST,1992-08-07,AFC Ajax (NED),197,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_10_depay_memphis,10,FW,Memphis,DEPAY,DEPAY Memphis,MEMPHIS,1994-02-13,SC Corinthians (BRA),178,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_11_gakpo_cody,11,FW,Cody Mathès,GAKPO,GAKPO Cody,GAKPO,1999-05-07,Liverpool FC (ENG),193,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_12_wieffer_mats,12,DF,Mats Henrik Berne,WIEFFER,WIEFFER Mats,WIEFFER,1999-11-16,Brighton & Hove Albion FC (ENG),189,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_13_roefs_robin,13,GK,Robin Gerardus Petrus,ROEFS,ROEFS Robin,ROEFS,2003-01-17,Sunderland AFC (ENG),193,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_14_reijnders_tijjani,14,MF,Tijjani Martinus Jan,REIJNDERS,REIJNDERS Tijjani,REIJNDERS,1998-07-29,Manchester City FC (ENG),178,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_15_van_de_ven_micky,15,DF,Micky,VAN DE VEN,VAN DE VEN Micky,VAN DE VEN,2001-04-19,Tottenham Hotspur FC (ENG),193,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_16_til_guus,16,MF,Guus Berend,TIL,TIL Guus,TIL,1997-12-22,PSV Eindhoven (NED),188,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_17_lang_noa,17,FW,Noa Noëll,LANG,LANG Noa,LANG,1999-06-17,Galatasaray SK (TUR),176,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_18_malen_donyell,18,FW,Donyell,MALEN,MALEN Donyell,MALEN,1999-01-19,AS Roma (ITA),178,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_19_brobbey_brian,19,FW,Brian Ebenezer Adjei,BROBBEY,BROBBEY Brian,BROBBEY,2002-02-01,Sunderland AFC (ENG),181,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_20_koopmeiners_teun,20,MF,Teun,KOOPMEINERS,KOOPMEINERS Teun,KOOPMEINERS,1998-02-28,Juventus FC (ITA),185,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_21_de_jong_frenkie,21,MF,Frenkie,DE JONG,DE JONG Frenkie,F. DE JONG,1997-05-12,FC Barcelona (ESP),181,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_22_dumfries_denzel,22,DF,Denzel Justus Morris,DUMFRIES,DUMFRIES Denzel,DUMFRIES,1996-04-18,FC Internazionale Milano (ITA),188,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_23_flekken_mark,23,GK,Mark Maria Hubertus,FLEKKEN,FLEKKEN Mark,FLEKKEN,1993-06-13,Bayer Leverkusen (GER),195,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_24_summerville_crysencio,24,FW,Crysencio Jilbert Sylverio Cir,SUMMERVILLE,SUMMERVILLE Crysencio,SUMMERVILLE,2001-10-30,West Ham United FC (ENG),172,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_25_hato_jorrel,25,DF,Jorrel Evan,HATO,HATO Jorrel,HATO,2006-03-07,Chelsea FC (ENG),182,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Netherlands,netherlands,wc2026_netherlands_26_timber_quinten,26,MF,Quinten Ryan Crispito,TIMBER,TIMBER Quinten,Q. TIMBER,2001-06-17,Olympique Marseille (FRA),176,KOEMAN Ronald,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,New Zealand,new_zealand,wc2026_new_zealand_01_crocombe_max,1,GK,Maxime Teremoana,CROCOMBE,CROCOMBE Max,CROCOMBE,1993-08-12,Millwall FC (ENG),190,BAZELEY Darren,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,New Zealand,new_zealand,wc2026_new_zealand_02_payne_tim,2,DF,Timothy John,PAYNE,PAYNE Tim,PAYNE,1994-01-10,Wellington Phoenix FC (NZL),179,BAZELEY Darren,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,New Zealand,new_zealand,wc2026_new_zealand_03_de_vries_francis,3,DF,Francis,DE VRIES,DE VRIES Francis,DE VRIES,1994-11-28,Auckland FC (NZL),181,BAZELEY Darren,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,New Zealand,new_zealand,wc2026_new_zealand_04_bindon_tyler,4,DF,Tyler Grant,BINDON,BINDON Tyler,BINDON,2005-01-27,She eld United FC (ENG),190,BAZELEY Darren,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,New Zealand,new_zealand,wc2026_new_zealand_05_boxall_michael,5,DF,Michael Joseph,BOXALL,BOXALL Michael,BOXALL,1988-08-18,Minnesota United FC (USA),191,BAZELEY Darren,True,True,True,False,False
